1,2,3,4,5,bus_idx,phase_str,slack_power_cap
0.013342249380458361,0.013337842650765175,0.013414253846095401,0.013337652476383579,0.013350693458967017,32,[1][2],0.42924196147423666
0.013372577615470678,0.013338543204600765,0.01280082858328879,0.013327815790351196,0.013271992870108305,29,[1][2][3],0.6223466755045018
0.0035420447867074907,0.003540553141208112,0.0035269995081351527,0.0035409580562488943,0.003544141254119463,1,[1][2],0.4222242495944843
0.005532921081969441,0.0055391931537372065,0.005542924283929601,0.005538901348676483,0.005536310791517806,54,[1][2],0.42418317956359575
0.007054115887907218,0.0076538755042525235,0.0077274875427635085,0.007670864923307149,0.007623091093713504,78,[3],0.21052278813597133
0.019014732567941485,0.019074595151225972,0.019228830625164315,0.01907998584869858,0.019181300138703748,81,[1][2][3],0.6318692203350046
0.008849444730066616,0.008761690311249317,0.008916502035331885,0.008783657377831374,0.008784911337538193,101,[2],0.21165671270741235
0.009917213228119942,0.009154606019299323,0.009736407946293955,0.009085160555035778,0.009464708444208655,2,[3],0.21417901723324492
0.004425689553049134,0.004424568997651576,0.004424465437803914,0.004424527455356271,0.00442415797170316,105,[2],0.21372396663401952
0.02820395089704349,0.028270900416603885,0.02808847495929026,0.02825955254695925,0.02824889684952621,109,[1][2][3],0.6527397964479156
0.019690727238186413,0.019617375856213037,0.02021480669122766,0.01960637432000272,0.019603602375957596,74,[1][2][3],0.6264530078440625
0.004712878096994665,0.004748745947860704,0.004778594379212844,0.004743119643337162,0.004711326914106973,41,[1][2],0.4236982496343579
0.0016534959159963595,0.0016554363635285427,0.001600439393745153,0.0016559308023752152,0.0016629955425080075,132,[2],0.21088415848794906
0.009341553351699264,0.009336887490164047,0.009339571255504539,0.009336688147449713,0.009335715466382427,65,[1][2],0.4279061947689408
0.013241656751484034,0.013257011453630443,0.01322966860147745,0.013241804919372642,0.013289905455212593,51,[1][2][3],0.6245195957068699
0.0021689005236465073,0.0021509671072411462,0.0020394074161509744,0.0021334905418776036,0.0022569732441362995,53,[1],0.20610439632614005
0.004977966411497107,0.004974415823381031,0.004977156321639054,0.004974256610402588,0.004973666680572019,106,[2],0.21417493542513305
0.00507508391871492,0.0050984158932437015,0.004784638065981295,0.005102439785648255,0.0050780755238565515,119,[3],0.21392508466078547
0.015896732319172747,0.015959220079008136,0.015541449667726139,0.015930820815332678,0.015926320040842837,27,[1][2],0.43175316743158254
0.02111269002513465,0.021096523483049016,0.021029362940004723,0.021134271084864136,0.021124166714600597,75,[1][2][3],0.6325661504192939
0.012380237504335534,0.012377333137069187,0.012828032951922197,0.012326570948742897,0.012408965744276369,42,[1][2][3],0.6247546966988285
0.006744275250312751,0.0067574889531469865,0.006765264116473301,0.006757062065563981,0.006753118212215733,33,[1][2],0.4255902719799443
0.019146565347822678,0.01906689750734683,0.01945909023395485,0.019057291999799768,0.019026225329449753,28,[1][2][3],0.6278656298309171
0.012085586986520612,0.01205985664548645,0.011323565426648993,0.012061305175551073,0.012121808814556455,50,[1][2],0.4288717293960919
0.021786000517424662,0.021810954907634888,0.021576019136020332,0.021872128556527107,0.021887089838712757,52,[1][2][3],0.6327420838225909
0.012208026909597295,0.012175817799792632,0.012718241539991699,0.012102487542014501,0.012180217205743355,111,[1][2][3],0.6251806130731725
0.019723664621196332,0.019674668725986496,0.01989922276062087,0.01970089423330739,0.019818434801445996,63,[1][2][3],0.6335104222656721
0.010030571617076317,0.009622378915268447,0.010086748334470288,0.009595341596997344,0.009995330103206284,121,[3],0.21434565913773027
0.014452308404280436,0.013997494771425301,0.012319344721092735,0.01379100072636359,0.01381593393014193,115,[1][2][3],0.6278432467141419
0.021298211112220102,0.0211862135917686,0.021329635797929975,0.021186382352909705,0.021211506482318728,141,[2],0.22097899312112396
0.12411708171917447,0.12413244018476162,0.12397714438456996,0.12417320945990233,0.12413404581118309,92,[1][2][3],0.7196663010249789
0.003973235466474642,0.003979307422168634,0.004005924797781464,0.003978392862241248,0.003987327492255926,88,[1],0.2135165951836104
0.029333199532577254,0.02943555259855976,0.029123640681477114,0.02940945265262785,0.029388149743046172,93,[1][2][3],0.6540878282325762
0.007248975923469321,0.0077104961684471,0.0077616235248612895,0.007736936757479173,0.007803323031249294,26,[3],0.21079842556938455
0.0024111265079841994,0.00228076759753723,0.00212563285752314,0.0023115107968076807,0.00238327282991687,10,[1],0.20565127448867532
0.011493342289330449,0.011531484340996628,0.011437785585106577,0.01149815749399748,0.011524982242400629,120,[3],0.21812529964417163
0.011749231601916765,0.011679645467844686,0.012652874201727405,0.011634588289408457,0.011721894068924493,77,[1][2][3],0.6215200032629138
0.029212713590984984,0.029313773769039497,0.02901105971543321,0.02928672717604028,0.029265975751260127,24,[1][2][3],0.6545081463917247
0.03548561657886215,0.035687423773751246,0.03577027669065713,0.03569925278950511,0.035841645072785644,87,[1],0.23261800879362718
0.00674013056767913,0.006714406281373012,0.006914861478339937,0.0064658267550031364,0.006255551288048785,117,[3],0.21089424426318767
0.026010354521842208,0.02593358202440103,0.026146849401988623,0.025929628228203307,0.025934147946419298,58,[1][2][3],0.6533370908519874
0.006226396345743353,0.006373999223372635,0.00618555502591325,0.0063713694152270055,0.006385763542443489,25,[1][2],0.42433234375343537
0.033546739368436364,0.03333619683734343,0.03297087906558032,0.03332090063173107,0.03332288620069904,114,[1][2][3],0.6580533030847745
0.04862755379380369,0.048618648729782665,0.04650960666190807,0.048630024807940576,0.04856349520064881,23,[1][2][3],0.6613439708946558
0.002829020600151756,0.0028943665172645374,0.0028256198791198795,0.0028938594331157615,0.0028998846005160012,149,[1],0.21204772110241887
0.013394054198917323,0.013345958555648945,0.012908563649606665,0.013336104391376507,0.013281836724187271,49,[1][2][3],0.624590533155793
0.015644191565169673,0.017178073852446848,0.0165744687974946,0.01706775818603517,0.017809678547744016,59,[1][2][3],0.6296263584801447
0.00217684857499476,0.002171360107265784,0.002048744357060116,0.002179064109509623,0.0022029193745204886,5,[1],0.20498860399196966
0.028104005499806333,0.02816915814898736,0.02799191027724563,0.028157413314049175,0.028147373631591758,31,[1][2][3],0.6531720396566282
0.0032473084902152577,0.0032544261229929864,0.00325947679345687,0.0032549858223686378,0.003265090651355278,89,[1],0.2121759314076417
0.01828764616919226,0.018289811637678167,0.018988954606984416,0.018236215208186874,0.018431931264857572,62,[1][2][3],0.6265924879262876
0.011625638805748689,0.011484910583784617,0.01290387415241526,0.01144372462475806,0.011534258751190341,43,[1][2][3],0.6193143250973243
0.06825437924013049,0.06814083654173954,0.06835119112821558,0.06814418898110537,0.06816016279422232,122,[1][2][3],0.6724268622789558
0.004498939726039824,0.004505349061782942,0.004511753992139313,0.004506058619796597,0.004515659978646308,90,[1],0.21315346815255656
0.0,0.0,0.0,0.0,0.0,39,,0.0
0.0015460962196392268,0.0015588437629569475,0.0015539581165002233,0.001558786690706075,0.0015559576292741293,143,[2],0.21083532927900442
0.11431435005476376,0.11418408416284714,0.10962130713294439,0.1141807001915396,0.11429722060868276,112,[1][2][3],0.7226995505988136
0.04415647106064096,0.044090893424773604,0.04416908239312959,0.04409324209343521,0.0440944667805841,34,[1][2][3],0.6634646712970724
0.0020519360103345057,0.0021063437896535653,0.001981837126982717,0.002104486208079584,0.002132737479229575,44,[1],0.20467397097272544
0.03457131061076007,0.034781298709407014,0.03499841878299869,0.034561776390514845,0.03452348921527581,129,[1][2][3],0.6479949857749178
0.003432567819690995,0.003514544071571791,0.0033935113270685165,0.003512329617866376,0.003520812415488072,150,[1],0.21229672902833938
0.042523495234815495,0.04246132340335644,0.0424996706696371,0.0424628095809608,0.04246102401680039,137,[1][2][3],0.6633063259989866
0.05371747701159605,0.0535261091112719,0.05332047202701571,0.05359274432929198,0.0535579364664719,94,[1][2][3],0.6708094266787009
0.03333352758287178,0.03340885990933993,0.0331837766347512,0.033410904325446696,0.03339931575870971,55,[1][2][3],0.6555426830819622
0.002214464023446967,0.00221673026946481,0.002231546751941416,0.0022152135285371834,0.002220147056974662,86,[1],0.21196964938281512
0.0355030748922982,0.035416337630696654,0.03562312806644507,0.035399245228642684,0.035404334923802495,126,[1][2][3],0.6572376460776569
0.03586986868688104,0.03590772339187294,0.035659916993564966,0.03591372355878449,0.035898995441013666,17,[1][2][3],0.6565232356554151
0.0017140415606330434,0.0017172223027211754,0.0017127043995049927,0.0017182137391138857,0.0017187511955114615,99,[2],0.2112170719154781
0.0326436158601885,0.03269351069541983,0.03262946815994745,0.03268883760732531,0.03268500799476008,71,[1][2][3],0.6528270087286769
0.10938451394381186,0.10928443198230345,0.1090601525982724,0.10931205902733014,0.10937648133390368,152,[1][2][3],0.6639358703388314
0.002327321814830924,0.002213531199915599,0.002065207128918683,0.002231210084634424,0.0023506234851600016,37,[1],0.2056708935196312
0.015594425434537746,0.01627500141464947,0.01587795047444464,0.016265683547825625,0.016299658394498002,47,[1][2][3],0.630926193481023
0.017789385986019073,0.01773302342506399,0.018908490841571188,0.017690136772177276,0.017868250939592562,9,[1][2][3],0.6254375241607197
0.002281584360557831,0.0021904215268867067,0.0020379178645243473,0.0022063644908156556,0.002333826984290731,73,[1],0.2057467617854621
0.016751441541797196,0.016805596161618537,0.016478823340076543,0.016800679659743797,0.01684778719994863,82,[1][2][3],0.6296754351066867
0.048620360225382325,0.048629561799063324,0.048625767562024844,0.048626612472632044,0.04862830344532596,12,[1][2][3],0.658706008663175
0.0021528871274615283,0.002141430096989585,0.002028801701614892,0.002139023232804765,0.002198891956427178,79,[1],0.20511336875180242
