1,2,3,4,5,bus_idx,phase_str,slack_power_cap
7.373387293117039e-5,7.35950777310459e-5,7.340317068524698e-5,7.325352407612982e-5,7.318857531232774e-5,32,[1][2],0.628779146970234
0.02098045290580245,0.02098925037811064,0.020987422548267944,0.020991028796094772,0.020987160397402373,29,[1][2][3],0.9473963637007541
9.92646870835545e-5,9.91802340652789e-5,9.929104421608866e-5,9.933744436640328e-5,9.929168199772683e-5,1,[1][2],0.628794700564032
2.1237133934155792e-5,2.1238045462085328e-5,2.123826490834931e-5,2.1233069183964016e-5,2.1238334939343827e-5,54,[1][2],0.6287330057169533
0.0012556542696737243,0.0012002770888988837,0.0012377135423935555,0.0011788842204266254,0.0012376172435194848,78,[3],0.3137141828188242
0.008508222080135141,0.008501677071342398,0.008521324417415902,0.00849168760778947,0.008520928266319035,81,[1][2][3],0.9485095486519838
0.0019082124552293731,0.0019087436450186117,0.0019097148825883727,0.0019095453261560942,0.0019096628913384533,101,[2],0.3159300040702284
0.001091601627076397,0.001128155573698033,0.0010849379668961992,0.001089457960432775,0.0010847676552502188,2,[3],0.3141644925756712
7.785980291381482e-6,7.785911478407955e-6,7.785909647164335e-6,7.785859289032797e-6,7.7859069456901e-6,105,[2],0.3143669021692831
0.07663884474825454,0.07663900795470101,0.07663886077486642,0.07663889877725359,0.0766389142157063,109,[1][2][3],1.0031212798171514
0.00775565960800317,0.007756866946361253,0.007755895014043731,0.007756434128352639,0.007755895529129501,74,[1][2][3],0.9446913145225674
6.970743692253278e-5,6.968996321696378e-5,6.974627403075319e-5,6.945980641310085e-5,6.972857927182594e-5,41,[1][2],0.628773173287153
0.00012089082782435058,0.00012051843791132398,0.00012080950658772477,0.00012146244879799132,0.0001208100007008447,132,[2],0.3144507224332419
1.909475870195986e-5,1.909469791155817e-5,1.9094569817177408e-5,1.9094319813539746e-5,1.9094562503737193e-5,65,[1][2],0.6287368612915525
0.016566988536594284,0.016563787933822766,0.01658208033088294,0.016568235178869635,0.0165817004859557,51,[1][2][3],0.9522376256099526
0.0011969226529629526,0.0011869036339728905,0.001192664290786446,0.0012206749599477072,0.0011932335200735861,53,[1],0.3143607727113992
1.1393347439002582e-5,1.139336537388448e-5,1.1393232294133741e-5,1.1393021452337413e-5,1.1393227735002223e-5,106,[2],0.3143700124609736
0.00016443024170461766,0.000164502227762108,0.00016551465314616266,0.00016507672563189474,0.00016552476460620404,119,[3],0.31445445459234883
0.00047979867857881134,0.00048081239798480863,0.00048297999496371854,0.0004819792018704215,0.000483007318466864,27,[1][2],0.6289592925071694
0.008551878266006138,0.008548916354274006,0.008561750547717496,0.008542817351516428,0.0085616116159242,75,[1][2][3],0.9499193126353328
0.00108789471697642,0.0011141677405145146,0.0010946421682126511,0.0011149589355151693,0.0010944721472509445,42,[1][2][3],0.9430193958588101
2.498030947404107e-5,2.49814435065549e-5,2.497987034756623e-5,2.497897992359003e-5,2.497986145235764e-5,33,[1][2],0.6287375428360383
0.003066683672699506,0.0030666351963563303,0.003066796921118921,0.0030671010829787597,0.0030667920938998207,28,[1][2][3],0.9433250605223605
3.4063995351439774e-5,3.406099744755237e-5,3.4060198603117095e-5,3.402618239056997e-5,3.40600445346118e-5,50,[1][2],0.6287458367558979
0.009902804264743124,0.009898235929351932,0.009914759180736251,0.009891331222464758,0.009914450317122698,52,[1][2][3],0.9501434987680168
0.0011569627526693534,0.0011529774587374039,0.001155180983240165,0.0011714350243134217,0.0011548539597113685,111,[1][2][3],0.9426110710120067
0.004393716234048854,0.004385600212052009,0.004406817870492183,0.004367253650293742,0.0044062333660130504,63,[1][2][3],0.9463035874621111
0.0010774854984228386,0.0011137410582636668,0.0010730397466575082,0.0010822583287513048,0.0010729133170499765,121,[3],0.3141992692760577
0.005179630432684304,0.005135134151374691,0.005144403225964968,0.0051451743286851466,0.005145922207367861,115,[1][2][3],0.9400907565753045
0.002221994999500971,0.002225438749217564,0.0022234091688336306,0.0022222122687114653,0.0022235200861714494,141,[2],0.3126706407186075
0.13153047136710289,0.13153287621279236,0.13153384492575443,0.13153320630643098,0.13153372013775125,92,[1][2][3],1.0350728587448084
0.0001179786606432729,0.00011775113245196634,0.00011805432040750031,0.00011753107755774125,0.00011795999753430874,88,[1],0.31437918911320156
0.11178103413050335,0.11178098928179118,0.11178104668946819,0.11178098288842134,0.11178105149937648,93,[1][2][3],1.0244670280980583
0.0013168154287805922,0.001267348073460152,0.0013000207339140752,0.0012595597333259208,0.0013000332010868715,26,[3],0.3136939182200014
0.001053894956241908,0.001060296241084466,0.0010555702446237178,0.001052666619987025,0.0010565705866417527,10,[1],0.31417585479870686
0.0003195313675137574,0.00032034705207240174,0.000321639234627884,0.00032100689124397216,0.00032165737531717815,120,[3],0.31450535511283556
0.0017808823790658253,0.0018108973639786334,0.0017817597155822854,0.0018222645104346766,0.0017820580423211288,77,[1][2][3],0.9424080284115927
0.0814279485466026,0.08142794378912926,0.08142804566216723,0.08142783426662602,0.08142804870265491,24,[1][2][3],1.0111436462481078
0.00198268546707201,0.001979229208607104,0.0019916096854675413,0.0019900357654533277,0.0019891360913829614,87,[1],0.3141162878921208
0.0030174212499703497,0.0031060838946798328,0.0030953807776953283,0.003104373617105766,0.0030970193540089314,117,[3],0.3140214676193945
0.07981231533247353,0.0798123184781885,0.0798122754579499,0.07981234295146279,0.07981229192119103,58,[1][2][3],1.008246832872785
0.0007463583707477688,0.0007448653305629534,0.0007483200519536006,0.0007455573268326575,0.0007475490777707033,25,[1][2],0.6292139992787451
0.034531777519483046,0.03450300427245316,0.03449936445566839,0.03450873189059635,0.03450031686941973,114,[1][2][3],0.9676849956976605
0.15247278089817243,0.15247275707546368,0.15247276542051463,0.15247278127029149,0.15247276517805758,23,[1][2][3],1.0638028396080077
0.00025081011846662276,0.0002502568911291487,0.0002515104316060082,0.0002510037000689283,0.00025125171912149306,149,[1],0.3145387074661008
0.013564987589067736,0.013580059031272606,0.01357256658941789,0.013578184269562029,0.013572221122344807,49,[1][2][3],0.9450624147720345
0.003656234741179483,0.003621169632942923,0.0036258666324046384,0.0037388993884281164,0.0036261613411888156,59,[1][2][3],0.9409034829048336
0.001312683619363845,0.0012945068592380234,0.0013133530546999487,0.00132249550084295,0.0013120753752373351,5,[1],0.31451170933921085
0.06346142769418661,0.06346153693349645,0.06346143341743378,0.06346144311514595,0.0634614802530468,31,[1][2][3],0.9940127051601295
3.542238770718909e-5,3.552521981555438e-5,3.553032518987255e-5,3.523303595149595e-5,3.5322728466226e-5,89,[1],0.31438642538478917
0.010939488243450217,0.010923409641037517,0.010978989621647502,0.010961020789860299,0.010978037904913977,62,[1][2][3],0.9482302375819401
0.003328875534700797,0.003359193903766412,0.003296352197670664,0.003358964214731085,0.0032990432926763135,43,[1][2][3],0.9408564790118306
0.12858367859688694,0.12857833317259984,0.12858152508119902,0.1285778370591726,0.12858170992442805,122,[1][2][3],0.9293349992218959
6.402410502490438e-5,6.410782210021714e-5,6.414943082782715e-5,6.368929002147784e-5,6.392744190073802e-5,90,[1],0.31440333611851273
0.0,0.0,0.0,0.0,0.0,39,,0.0
3.145665981551213e-5,3.142697827824493e-5,3.146470130420662e-5,3.148146426490068e-5,3.146493175390249e-5,143,[2],0.3143855304232853
0.09050651991405582,0.09050617376443745,0.09050676003255093,0.09050606060792611,0.09050676959555173,112,[1][2][3],0.9978795208431533
0.13482502592912424,0.1348250548803691,0.13482502729251183,0.1348250220192229,0.13482502751008746,34,[1][2][3],1.0434681669690704
